"Results of DICE2023-b-4-3-10.csv: October 16, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCENARIO: OPTIMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results of DICE2023-opt-b-4-3-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTIMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is optimal if ifopt = 1 and baseline if ifopt = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifopt =,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,,,,,,
Temp Box 1,0.1477,0.164779631,0.182279291,0.199846327,0.217400405,0.234890168,0.252151093,0.268942026,0.2851311,0.300634783,0.315347991,0.329343402,0.342709307,0.355517704,0.367829836,0.379698485,0.391169359,0.404145081,0.418745174,0.434928669,0.452787606,0.472530929,0.494500424,0.518946012,0.545868075,,,,,,
Temp Box 2,1.099454,1.246246069,1.324865949,1.367775598,1.396615862,1.418972013,1.431830473,1.430639773,1.418843365,1.399537082,1.372559404,1.345906763,1.322705063,1.303207695,1.287065117,1.273846284,1.2631516,1.339986186,1.449364907,1.567953425,1.694975751,1.835649378,1.997788728,2.179800511,2.370025458,,,,,,
Alpha,0.447153591,0.521119201,0.581679061,0.630168559,0.666305465,0.698632488,0.731597618,0.762467741,0.784650325,0.802094308,0.815459613,0.819744593,0.823823706,0.828106222,0.83265744,0.837464996,0.842501363,0.806124167,0.868511328,0.941369666,1.023563067,1.11714518,1.225734176,1.367358006,1.560750445,,,,,,
IFR,43.95913652,45.43202156,46.52258556,47.33594976,47.91234053,48.40859231,48.89730602,49.34020305,49.65016528,49.88926664,50.06978623,50.12718076,50.18160377,50.23851758,50.29875396,50.36210727,50.42817454,49.94393749,50.76456748,51.66636909,52.61850078,53.62790497,54.71140472,56.00167813,57.5744489,,,,,,
cacc,334.9871986,376.5841851,412.9118756,442.463392,462.6296199,480.0134908,499.1327786,519.0234135,534.3742968,547.7921485,559.9816806,565.7770435,570.7975223,575.2592786,579.2692884,582.8996478,586.2067234,541.0331978,557.0467891,574.9665877,593.3192844,611.2807366,627.9484421,650.5999403,685.7764386,,,,,,
ccatot,633.5,697.3111603,746.647536,783.2458463,810.2792171,834.9099015,858.7582896,878.7714292,892.1265104,901.289405,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,963.4736337,1024.945401,1092.703376,1169.644963,1259.932753,1369.601702,1497.518685,,,,,,
Share of output net zero emissions,0.109061732,0.095430263,0.083747326,0.073701141,0.065034726,0.057535467,0.051026818,0.047449565,0.044223235,0.041305879,0.038661304,0.036258188,0.034069354,0.032071148,0.030242935,0.028566662,0.027026495,0.02586233,0.024786978,0.023791972,0.022869789,0.022013735,0.021217841,0.020476773,0.019785751,,,,,,
Growth p.c. cons (log),0,-0.038480579,-0.021101985,-0.043018807,0.004699666,0.045435694,0.030030403,0.049463167,0.022433137,0.01640466,0.042279633,0.019354008,0.019026082,0.018775069,0.018538915,0.018311176,0.016281096,0.025130154,0.017057734,0.016867579,0.016718392,0.016631686,0.050451236,0.035064031,-0.020930753,,,,,,
Change interest rate,0,0.019764147,1.73786E-05,-2.19E-05,4.77185E-05,0.000040736,-1.54E-05,1.94328E-05,-0.00002703,-6.03E-06,0.000025875,-2.29E-05,-3.28E-07,-0.000000251,-2.36E-07,-2.28E-07,-2.03E-06,8.8491E-06,-8.07E-06,-1.90E-07,-1.49E-07,-8.67E-08,3.38196E-05,-1.54E-05,-5.60E-05,,,,,,
Precautionary effect,0,-0.000225625,-0.00045125,-0.000676875,-0.0009025,-0.001128125,-0.00135375,-0.001579375,-0.001805,-0.002030625,-0.00225625,-0.002481875,-0.0027075,-0.002933125,-0.00315875,-0.003384375,-0.00361,-0.003835625,-0.00406125,-0.004286875,-0.0045125,-0.004738125,-0.00496375,-0.005189375,-0.005415,,,,,,
Long interest rate(%),0,0.019764147,0.019772836,0.019768427,0.019778152,0.019792134,0.019798888,0.019806488,0.01980881,0.019809946,0.019813442,0.019814218,0.019814838,0.019815343,0.019815759,0.019816104,0.019816279,0.019816954,0.019817106,0.019817232,0.019817338,0.019817429,0.01981905,0.01981986,0.01981827,,,,,,
RR1,1,0.90573081,0.8203483,0.74301473,0.672971333,0.609530871,0.552070889,0.500027613,0.452890415,0.410196803,0.371527882,0.33650425,0.304782267,0.276050689,0.250027614,0.226457713,0.205109728,0.1857742,0.168261417,0.152399549,0.138032967,0.125020711,0.11323511,0.102560528,0.09289223,,,,,,
RR,1,0.90573081,0.8203483,0.74301473,0.672971333,0.609530871,0.552070889,0.500027613,0.452890415,0.410196803,0.371527882,0.33650425,0.304782267,0.276050689,0.250027614,0.226457713,0.205109728,0.1857742,0.168261417,0.152399549,0.138032967,0.125020711,0.11323511,0.102560528,0.09289223,,,,,,
Variance pc cons,0,0.0005,0.001,0.0015,0.002,0.0025,0.003,0.0035,0.004,0.0045,0.005,0.0055,0.006,0.0065,0.007,0.0075,0.008,0.0085,0.009,0.0095,0.01,0.0105,0.011,0.0115,0.012,,,,,,
Growth TFP,0.013655768,0.013550197,0.013445469,0.013341579,0.013238517,0.013136279,0.013034856,0.012934242,0.012834429,0.012735411,0.012637182,0.012539735,0.012443062,0.012347158,0.012252016,0.01215763,0.012063993,0.011971099,0.011878941,0.011787515,0.011696812,0.011606828,0.011517557,0.011428992,0,,,,,,
  yr0     =,2020, emshare0        =,0.2173,  emshare1        =,0.224, emshare2        =,0.2824,   emshare3        =,0.2763,   tau0    =,1000000.0000000000,   tau1    =,394.4,   tau2    =,36.53,   tau3    =,4.304,   teq1    =,0.324,   teq2    =,0.44,   d1      =,236,   d2      =,4.07,IRF0       =,32.4,   irC     =,0.019,   irT     =,4.165
  fco22x  =,3.93,   mat0    =,886.5128014,   res00   =,150.093,   res10   =,102.698,   res20   =,39.534,   res30   =,6.1865,   mateq   =,588,   tbox10  =,0.1477,   tbox20  =,1.099454,   tatm0   =,1.24715,,,,,,,,,,,,
  a2      =,0.003467,   elasmu  =,0.001,   prstp   =,0.02,gsigma1            =,-0.015,    e1     =,37.56,expcost2           =,2.6,   gback   =,-0.012,   limmiu2050      =,1,   limmiu2100      =,1.1,   cprice1         =,6,   gcprice         =,0.025,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCENARIO: R = 1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results of DICE2023-DISC1%-4-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1% DISCOUNT OPTIMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is optimal if ifopt = 1 and baseline if ifopt = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifopt =,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,,,,,,
Year,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,,,,,,
Objective function (2019$),239299.7936133395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial CO2 GtCO2/yr,41.18134275,26.0397855,19.24452692,17.10975644,19.52224467,18.68488078,15.47105531,10.16269934,6.947556185,3.763219404,0,0,0,0,0,0,0,33.68924217,38.06894828,44.1452726,52.59622222,64.38485614,80.89357352,94.98218346,102.7771774,,,,,,
Atmospheric concentration C (ppm),416.2031931,423.9475922,428.4687148,432.2724337,437.4951199,442.0797866,444.9522534,445.2406218,444.4121461,442.4188308,438.9544666,436.1805342,433.7828491,431.6549192,429.7445888,428.0169308,426.4447114,443.3580513,459.7136059,478.052757,499.986593,527.3406723,562.6045536,604.3040555,649.2590419,,,,,,
Atmospheric concentrations GtC,886.5128014,903.0083714,912.6383626,920.7402838,931.8646055,941.6299454,947.7482997,948.3625244,946.5978712,942.3521096,934.9730138,929.0645378,923.9574685,919.4249779,915.3559742,911.6760627,908.3272353,944.3526492,979.1899805,1018.252372,1064.971443,1123.235632,1198.347699,1287.167638,1382.921759,,,,,,
Atmospheric temperaturer (deg c above preind) ,1.24715,1.399643977,1.485763648,1.545258032,1.59951499,1.646453921,1.681286517,1.699220834,1.704772195,1.701372118,1.688934774,1.676048009,1.666010651,1.659154146,1.6551851,1.653720083,1.6544011,1.726795593,1.830534543,1.949367716,2.084239339,2.240947146,2.427623694,2.639379567,2.86422255,,,,,,
Total forcings w/m2,2.791838464,2.934665805,3.028775939,3.099636625,3.178273187,3.238345285,3.266990184,3.254009024,3.218615091,3.167751175,3.098188355,3.03725532,2.987257741,2.946008114,2.912121755,2.88452963,2.862344047,3.064567145,3.296899428,3.545010187,3.826656288,4.158772337,4.560928133,5.009320421,5.470165678,,,,,,
"Forcings, exogenous w/m2",-0.054,-0.0340625,-0.014125,0.0058125,0.02575,0.0456875,0.065625,0.0855625,0.1055,0.1254375,0.145375,0.1653125,0.18525,0.2051875,0.225125,0.2450625,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,,,,,,
CO2 forcings w/m2,2.327838464,2.432368205,2.492512674,2.542623984,2.610715505,2.669822102,2.706543086,2.710216422,2.699656603,2.674168767,2.62959668,2.593653263,2.562400433,2.534518721,2.509370825,2.486531204,2.465666215,2.686192532,2.891586478,3.113373964,3.367721873,3.669726111,4.036732925,4.442125765,4.848957701,,,,,,
Actual other abatable GHG forcings w/m2,0.518,0.5363601,0.550388265,0.551200141,0.541807681,0.522835684,0.494822099,0.458230102,0.413458488,0.368144908,0.323216675,0.278289557,0.239607309,0.206301893,0.17762593,0.152935926,0.131677832,0.113374613,0.14031295,0.166636223,0.193934414,0.224046226,0.259195208,0.302194656,0.356207977,,,,,,
Carbon price (2019 $ per t CO2),5.76033287,16.61042901,64.1215648,116.6904736,175.8825109,239.0913993,304.4662957,387.6882283,430.7767936,467.3589676,504.8023168,502.2846047,499.7794498,497.2867894,494.8065612,492.3387031,489.8831536,282.7823954,268.1160599,247.6897264,220.2941654,184.7310805,140.1716254,88.72579824,36.18953264,,,,,,
Emissions control rate,0.05,0.1,0.24,0.36,0.48,0.6,0.72,0.84,0.9,0.95,1,1,1,1,1,1,1,0.711552724,0.690411939,0.659107405,0.61446583,0.552160732,0.466120039,0.351336745,0.201216646,,,,,,
Social cost of carbon $/tCO2,4179.711383,4917.30751,5165.00768,5425.40683,5701.298834,5989.094997,6289.795692,6604.85308,6933.610242,7277.613951,7638.450128,8015.5169,8410.548424,8824.305342,9257.533608,9710.954421,10185.07389,290.8344998,276.508121,256.5264695,229.7048128,194.834423,150.8403787,98.21962857,43.62971877,,,,,,
"Output, net net trill 2019$",147.9744589,106.2870339,99.69619551,112.3619406,167.7508045,221.0619681,276.0139604,333.4726552,384.482044,438.5327003,497.8111675,552.5247907,611.6475562,675.5469672,744.5825147,819.1403817,899.6395698,1002.921001,1096.157297,1196.492432,1304.384194,1420.053903,1543.066335,1534.075287,1383.501241,,,,,,
"Short Interest rate, %/yr",0,0.009874472,0.009916923,0.009919247,0.010014956,0.009988008,0.009976989,0.009993693,0.009972354,0.009967994,0.00998588,0.009969757,0.009969431,0.009969172,0.009968929,0.009968696,0.009967075,0.009974296,0.009967706,0.009967503,0.009967323,0.009967255,0.01001294,0.009979801,0.009929405,,,,,,
Population,7752.9,8137.367351,8481.170608,8786.618185,9056.484469,9293.783346,9501.598425,9682.961394,9840.769456,9977.73328,10096.34803,10198.88121,10287.37242,10363.64102,10429.29892,10485.76619,10534.2881,10575.95234,10611.70592,10642.37106,10668.66003,10691.18858,10710.48822,10727.01703,10741.16939,,,,,,
TFP,5.84,6.25267666,6.690981812,7.156263364,7.649925133,8.173428357,8.728293215,9.316100334,9.938492304,10.59717519,11.29392004,12.03056437,12.80901367,13.63124285,14.49929775,15.41529653,16.38143116,17.39996876,18.47325304,19.60370563,20.79382742,22.04619987,23.36348625,24.74843292,26.20387049,,,,,,
"Output, gross-gross, 2019$",148.7834987,107.0396914,100.6729524,113.8941574,170.9155976,226.6473362,284.997189,347.4272013,402.0527184,459.7668278,523.2136745,579.1649088,639.5928579,704.8806308,775.3977996,851.5399253,933.7356974,1024.448683,1119.759276,1222.436507,1333.055298,1452.161734,1579.955646,1574.220513,1424.452226,,,,,,
"Change TFP, %/year",0.066,0.065506852,0.065017388,0.064531582,0.064049405,0.063570832,0.063095834,0.062624385,0.062156459,0.06169203,0.06123107,0.060773555,0.060319458,0.059868755,0.059421419,0.058977425,0.058536749,0.058099365,0.05766525,0.057234379,0.056806726,0.05638227,0.055960985,0.055542847,0.055127834,,,,,,
"Capital stock, 2019$",409,97.0808955,57.32529798,63.65018578,183.72822,355.3900462,581.8958549,867.121061,1095.150627,1338.907747,1620.806596,1799.277791,1991.816426,2199.909908,2424.72999,2667.534487,2929.734676,3233.903091,3535.402125,3859.557675,4208.455342,4583.636651,4982.751177,4048.324146,2390.494925,,,,,,
"Savings rate, fraction gross output",0,0,0.059781961,0.260129757,0.294365646,0.336594838,0.379341231,0.349728413,0.360085608,0.37862397,0.338364328,0.336405135,0.334755601,0.33327222,0.331932499,0.330732623,0.334339243,0.324215903,0.323299964,0.322513554,0.321774193,0.320573686,0.143358633,0,0,,,,,,
"Gross investment, 2019$",0,0,5.960034115,29.22868436,49.38007392,74.4083173,104.7034755,116.6248623,138.4464507,166.038992,168.4415409,185.8721765,204.7524454,225.1410376,247.151135,270.9164473,300.7848125,325.1629377,354.3876149,385.8850261,419.7171712,455.2319142,221.2118807,0,0,,,,,,
"Y gross-net, 2019$",147.9811817,106.3126924,99.90246404,112.9512755,169.3995523,224.5172184,282.2041443,343.9492995,398.0016502,455.152695,518.0392902,573.5242609,633.4380713,698.1532983,768.0328201,843.4660347,924.875173,1013.857952,1106.750562,1206.331248,1312.978373,1426.878533,1547.673569,1536.19955,1383.937281,,,,,,
"Consumption per capita, 2019$ ",19.08633659,13.06159957,11.05226692,9.461348442,13.07027368,15.77975786,18.02964903,22.39478028,25.00166216,27.31018164,32.62264986,35.95027794,39.55287066,43.46020174,47.69557219,52.28267771,56.84814692,64.08482583,69.90107794,76.16793301,82.92203711,90.24459554,123.4168254,143.0104271,128.8035958,,,,,,
Consumption,147.9744589,106.2870339,93.73616139,83.13325627,118.3707306,146.6536508,171.3104848,216.8477929,246.0355933,272.4937082,329.3696265,366.6526142,406.8951107,450.4059297,497.4313797,548.2239344,598.8547574,677.7580635,741.7696824,810.6074062,884.6670225,964.8219892,1321.854454,1534.075287,1383.501241,,,,,,
"Climate damages, fraction of output",0.005392513,0.006791864,0.00765338,0.00827858,0.00887014,0.00939838,0.009800253,0.010010448,0.010075963,0.010035811,0.00988962,0.009739278,0.009622976,0.009543932,0.009498324,0.009481517,0.009489328,0.01033798,0.01161742,0.01317472,0.015060834,0.017410734,0.020432268,0.024152247,0.028442473,,,,,,
"Damages, 2019$",0.802316994,0.72699906,0.770488398,0.942881918,1.516045265,2.130117803,2.793044648,3.477901743,4.051068166,4.614132887,5.174384331,5.640647902,6.154786526,6.727332473,7.364979493,8.073890547,8.860524377,10.59073042,13.00871405,16.10525818,20.07692442,25.28320099,32.28207724,38.02096271,40.51494456,,,,,,
"Abatement, 2019$",0.006722784,0.025658483,0.206268536,0.589334902,1.648747796,3.455250272,6.190183976,10.47664432,13.51960615,16.61999469,20.22812274,20.99947023,21.79051516,22.6063311,23.4503054,24.32565299,25.23560315,10.93695123,10.59326456,9.838816092,8.594179704,6.824629326,4.607234387,2.124263381,0.436040253,,,,,,
Abatement/0utput,4.54321E-05,0.000241408,0.002068971,0.005244969,0.009828554,0.015630234,0.022427068,0.031416802,0.035163167,0.0378991,0.040634128,0.038006386,0.035625934,0.033463745,0.031494569,0.029696562,0.028050793,0.010905097,0.009664,0.008223049,0.006588687,0.004805895,0.002985766,0.001384719,0.000315172,,,,,,
"Sigmabase (CO2/output, no controls, industrial CO2)",0.291354769,0.270302489,0.251524817,0.234726654,0.219656829,0.206100821,0.193874786,0.182820662,0.172802119,0.163701214,0.155415605,0.147856233,0.140945382,0.13461505,0.128805578,0.123464495,0.118545535,0.114007807,0.109815086,0.105935208,0.102339552,0.099002593,0.095901523,0.09301592,0.090327459,,,,,,
"Sigmatot,(CO2/output, no controls, all CO2)",0.407896676,0.375213642,0.34616103,0.320255178,0.297085861,0.276303913,0.257611122,0.240751959,0.225506766,0.211686133,0.199126244,0.187685006,0.177238818,0.167679872,0.158913882,0.15085818,0.143440097,0.137949446,0.132876254,0.128181602,0.123830858,0.119793138,0.116040843,0.112549263,0.109296225,,,,,,
"Cost, backstop technology ($/tCO2)",695.1772859,661.2730896,629.0224205,598.344635,569.1630228,541.4046146,515,512.4314268,509.8756644,507.3326489,504.8023168,502.2846047,499.7794498,497.2867894,494.8065612,492.3387031,489.8831536,487.4398512,485.0087348,482.5897436,480.1828173,477.7878955,475.4049184,473.0338265,470.6745604,,,,,,
"Total CO2 Emissions, GTCO2/year",46.78634275,30.8187855,22.87656692,19.86246044,21.53515947,20.07843718,16.34899584,10.61421161,7.201531839,3.877508448,0,0,0,0,0,0,0,33.97306094,38.34310657,44.41696485,52.87276675,64.67396865,81.2037657,95.32137814,103.1531024,,,,,,
"Total CO2e Emissions, GTCO2-E/year",56.24834275,40.0944105,30.97246692,26.90166044,27.43455947,24.75493718,19.71949584,12.59561161,8.474531839,4.531320948,0,0,0,0,0,0,0,38.44399372,43.14172152,49.70080007,58.84854638,71.61547732,89.47890509,105.3756586,115.5342444,,,,,,
"Industrial CO2 Emissions, GTCO2/year",41.18134275,26.0397855,19.24452692,17.10975644,19.52224467,18.68488078,15.47105531,10.16269934,6.947556185,3.763219404,0,0,0,0,0,0,0,33.68924217,38.06894828,44.1452726,52.59622222,64.38485614,80.89357352,94.98218346,102.7771774,,,,,,
"Base abateable non-CO2 emission, GTCO2-E/year",9.96,10.30625,10.6525,10.99875,11.345,11.69125,12.0375,12.38375,12.73,13.07625,13.4225,13.76875,14.115,14.46125,14.8075,15.15375,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,,,,,,
"Land emissions, GtCO2/year",5.9,5.31,4.779,4.3011,3.87099,3.483891,3.1355019,2.82195171,2.539756539,2.285780885,2.057202797,1.851482517,1.666334265,1.499700839,1.349730755,1.214757679,1.093281911,0.98395372,0.885558348,0.797002513,0.717302262,0.645572036,0.581014832,0.522913349,0.470622014,,,,,,
"Cumulative CO2 emissions, GtC ",633.5,697.3111603,739.3444193,770.5454108,797.6355096,827.0069764,854.3916425,876.6897819,891.1663389,900.9883955,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,952.6121944,1004.907757,1065.48736,1137.599699,1225.807512,1336.560057,1466.567392,,,,,,
Atmospheric fraction CO2 since 1765 ,0.471211992,0.451747204,0.439089482,0.431824361,0.431104931,0.427602126,0.421057835,0.411049071,0.40239162,0.393292641,0.382855419,0.376335914,0.370700695,0.365699474,0.361209672,0.357149201,0.353454052,0.393205054,0.410649768,0.428151107,0.447655652,0.470495578,0.497914794,0.523109777,0.542028794,,,,,,
Atmospheric fraction CO2 since 2020 ,0,0.258505995,0.246829818,0.249752835,0.276307067,0.284832838,0.277219612,0.25432697,0.233189433,0.208754126,0.177655132,0.15599466,0.137272145,0.120656035,0.105739068,0.092248512,0.079971712,0.212040874,0.29042192,0.354703328,0.413110785,0.469595254,0.526474654,0.56987284,0.595880906,,,,,,
Permanent C box,150.093,159.2228617,165.9995828,171.8832915,178.2626277,184.2103763,189.0531536,192.1967953,194.3293111,195.4769661,195.4757666,195.4745735,195.4733864,195.4722055,195.4710312,195.4698636,195.4687031,205.533391,216.8928938,230.0520403,245.7165795,264.8777224,288.9365079,317.178242,347.740494,,,,,,
Slow C box,102.698,109.5449793,114.0816168,117.7740807,122.0193285,125.8687933,128.6369656,129.7204148,129.8172951,128.9534257,126.9626118,125.0129118,123.1027256,121.2314907,119.3987867,117.6041481,115.8470354,124.3510581,134.1626363,145.8047294,159.9996085,177.7602552,200.5191566,227.5628264,257.0187495,,,,,,
Medium C box,39.534,40.89640399,40.12408576,39.02697362,39.11416247,39.07153829,38.08633159,35.539414,32.37963187,28.66510972,24.23263032,20.50391621,17.36351851,14.71689874,12.48507103,10.60178006,9.011428666,19.65557368,30.42481737,42.12390321,55.71292913,72.43250586,93.97441926,119.5107801,147.0390664,,,,,,
Fast C box,6.1865,5.34412648,4.433077221,4.055937941,4.468486756,4.479237496,3.971848952,2.905900263,2.071633056,1.256608001,0.302005037,0.073136273,0.017838012,0.004382939,0.001085292,0.000270915,6.81939E-05,6.812626373,9.709633024,12.27169949,15.54232595,20.16514839,26.91761555,34.91578977,43.12344935,,,,,,
Temp Box 1,0.1477,0.16453652,0.181659301,0.198904427,0.216322149,0.233782755,0.251071886,0.267910404,0.284155523,0.299714609,0.314475036,0.328512162,0.341915425,0.354757533,0.367100261,0.37899683,0.390493315,0.403122333,0.417064649,0.432399902,0.44932667,0.468154392,0.48931894,0.513085374,0.539483733,,,,,,
Temp Box 2,1.099454,1.235107457,1.304104347,1.346353605,1.383192841,1.412671166,1.430214631,1.431310431,1.420616671,1.401657509,1.374459739,1.347535848,1.324095226,1.304396613,1.288084839,1.274723253,1.263907786,1.323673261,1.413469894,1.516967814,1.634912669,1.772792754,1.938304754,2.126294192,2.324738817,,,,,,
