"Results of DICE2023-b-4-3-10.csv: October 16, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCENARIO: OPTIMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results of DICE2023-opt-b-4-3-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTIMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is optimal if ifopt = 1 and baseline if ifopt = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifopt =,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,,,,,,
Consumption,143.5920135,135.5501251,127.1256425,108.5582554,112.8039887,138.0369966,161.3407056,209.4247624,237.2484502,259.2773455,330.123974,367.2447194,407.2856893,450.5743616,497.3554415,547.8795834,596.2107664,681.2121488,743.6324346,810.5876747,882.5855563,960.1511015,1182.815485,1439.680491,1298.319143,,,,,,
"Climate damages, fraction of output",0.005392513,0.006939358,0.007948797,0.008622835,0.009138105,0.009568122,0.009889847,0.010053823,0.01009338,0.010042551,0.009898451,0.009751667,0.009638535,0.00956213,0.009518723,0.009503771,0.009513159,0.010725845,0.012491386,0.014502811,0.016751633,0.019336685,0.022434232,0.02613902,0.0302994,,,,,,
"Damages, 2019$",0.77855539,0.947432511,1.020700539,1.036485932,1.281095453,1.767737259,2.348705169,3.01386597,3.555172487,4.117512952,4.73078731,5.15921735,5.631403755,6.157035263,6.742239538,7.39267283,8.114277394,10.05698024,12.7949432,16.2088198,20.40668745,25.64996378,32.37062423,38.68818886,40.57938401,,,,,,
"Abatement, 2019$",0.006523681,0.032727672,0.26309775,0.621976633,1.352377385,2.816565714,5.158244189,9.039638558,11.84418226,14.8212269,18.47747735,19.18275883,19.90533693,20.65054552,21.42147891,22.22107323,23.05232883,5.29212591,5.563302084,5.600747585,5.299049111,4.561736411,3.347742566,1.724658788,0.381601508,,,,,,
Abatement/0utput,4.54321E-05,0.000241443,0.002069588,0.0052468,0.009831238,0.015632955,0.022429143,0.031418222,0.035163807,0.037899368,0.040634505,0.038006879,0.035626513,0.03346438,0.031495238,0.029697249,0.028051487,0.005738023,0.005530434,0.005110995,0.004443702,0.003519096,0.002379021,0.001197946,0.00029392,,,,,,
"Sigmabase (CO2/output, no controls, industrial CO2)",0.291354769,0.270302489,0.251524817,0.234726654,0.219656829,0.206100821,0.193874786,0.182820662,0.172802119,0.163701214,0.155415605,0.147856233,0.140945382,0.13461505,0.128805578,0.123464495,0.118545535,0.114007807,0.109815086,0.105935208,0.102339552,0.099002593,0.095901523,0.09301592,0.090327459,,,,,,
"Sigmatot,(CO2/output, no controls, all CO2)",0.407896676,0.375213642,0.34616103,0.320255178,0.297085861,0.276303913,0.257611122,0.240751959,0.225506766,0.211686133,0.199126244,0.187685006,0.177238818,0.167679872,0.158913882,0.15085818,0.143440097,0.137949446,0.132876254,0.128181602,0.123830858,0.119793138,0.116040843,0.112549263,0.109296225,,,,,,
"Cost, backstop technology ($/tCO2)",695.1772859,661.2730896,629.0224205,598.344635,569.1630228,541.4046146,515,512.4314268,509.8756644,507.3326489,504.8023168,502.2846047,499.7794498,497.2867894,494.8065612,492.3387031,489.8831536,487.4398512,485.0087348,482.5897436,480.1828173,477.7878955,475.4049184,473.0338265,470.6745604,,,,,,
"Total CO2 Emissions, GTCO2/year",45.56670669,37.99302832,28.17864244,20.81012545,18.02594133,16.62463676,13.76988065,9.220267419,6.340552498,3.470218436,0,0,0,0,0,0,0,47.80762966,50.14101911,53.71993297,59.16056038,67.35013704,79.63904866,92.30649911,97.67246305,,,,,,
"Total CO2e Emissions, GTCO2-E/year",55.02870669,47.26865332,36.27454244,27.84932545,23.92534133,21.30113676,17.14038065,11.20166742,7.613552498,4.124030936,0,0,0,0,0,0,0,54.67640063,56.99636558,60.70569702,66.47386204,75.26036883,88.52231553,102.6596169,110.1384415,,,,,,
"Industrial CO2 Emissions, GTCO2/year",39.96170669,33.21402832,24.54660244,18.05742145,16.01302653,15.23108036,12.89194012,8.768755146,6.086576845,3.355929391,0,0,0,0,0,0,0,47.371594,49.749354,53.36072836,58.82211859,67.0206774,79.30606093,91.95722276,97.29396216,,,,,,
"Base abateable non-CO2 emission, GTCO2-E/year",9.96,10.30625,10.6525,10.99875,11.345,11.69125,12.0375,12.38375,12.73,13.07625,13.4225,13.76875,14.115,14.46125,14.8075,15.15375,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,,,,,,
"Land emissions, GtCO2/year",5.9,5.31,4.779,4.3011,3.87099,3.483891,3.1355019,2.82195171,2.539756539,2.285780885,2.057202797,1.851482517,1.666334265,1.499700839,1.349730755,1.214757679,1.093281911,0.98395372,0.885558348,0.797002513,0.717302262,0.645572036,0.581014832,0.522913349,0.470622014,,,,,,
"Cumulative CO2 emissions, GtC ",633.5,695.6477178,747.4658143,785.8982235,814.2808277,838.8661269,861.5402087,880.3207333,892.8961117,901.5438919,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,971.4809461,1039.867497,1113.135272,1193.823434,1285.681232,1394.299683,1520.195072,,,,,,
Atmospheric fraction CO2 since 1765 ,0.471211992,0.46375631,0.450513626,0.438378543,0.431073943,0.425741808,0.418898839,0.409518761,0.401177001,0.392492973,0.38258203,0.376227766,0.370714067,0.365810363,0.361401025,0.357407498,0.353768173,0.411015134,0.430769829,0.447692477,0.464530281,0.482996289,0.504712277,0.526555347,0.542048828,,,,,,
Atmospheric fraction CO2 since 2020 ,0,0.387757092,0.33545791,0.301894059,0.290420438,0.285478344,0.2735719,0.251174428,0.230136776,0.206446946,0.176746821,0.155635346,0.137316573,0.121024454,0.106374821,0.093106682,0.081015349,0.271213277,0.354966401,0.411027101,0.4557051,0.496319572,0.537252964,0.57263845,0.592658256,,,,,,
Permanent C box,150.093,161.3484997,169.6961602,175.8606498,181.2002453,186.1246731,190.2032882,192.9339198,194.8113364,195.8383147,195.8371139,195.8359192,195.8347305,195.833548,195.8323719,195.8312026,195.8300402,209.993755,224.8488538,240.764381,258.2919457,278.2460351,301.8412428,329.1897328,358.1281609,,,,,,
Slow C box,102.698,111.6801487,117.7828122,121.7337768,124.904536,127.7038564,129.689677,130.3497257,130.1845803,129.1957207,127.2025849,125.2503141,123.3374311,121.4634204,119.6278902,117.8303962,116.0704162,128.7334228,142.079641,156.5054295,172.5823906,191.1475514,213.4458677,239.6040224,267.4385979,,,,,,
Medium C box,39.534,43.21690232,43.81254239,42.47676258,40.90164278,39.48057417,37.61005804,34.69554737,31.38961989,27.69600033,23.41619362,19.81500921,16.78149227,14.22458861,12.06816058,10.24831022,8.71139786,24.26308241,38.60805805,52.72509171,67.61894138,84.47969176,104.8902715,129.0708485,154.6018879,,,,,,
Fast C box,6.1865,6.365472876,5.452023807,4.449733433,4.008827373,3.831282389,3.395173936,2.528667553,1.823852152,1.119610674,0.269355134,0.065282679,0.015933526,0.003917331,0.000970505,0.000242373,6.10339E-05,9.503252191,12.94813208,15.54595733,18.59176795,22.73901539,28.72172457,36.31135442,43.85131564,,,,,,
Temp Box 1,0.1477,0.164859391,0.182482844,0.200200311,0.217885247,0.235456386,0.252757128,0.269566218,0.285760818,0.301265712,0.315983416,0.329984858,0.343357754,0.356173834,0.368494166,0.380371401,0.391851138,0.405104348,0.420219429,0.437067883,0.455661254,0.47612927,0.498736027,0.523713699,0.55103361,,,,,,
Temp Box 2,1.099454,1.249900445,1.331684146,1.376859297,1.40561044,1.425799138,1.43619707,1.433332053,1.420484195,1.400677682,1.37370528,1.347128844,1.323999226,1.304561359,1.288467314,1.275288205,1.26462607,1.35378631,1.477921245,1.608195163,1.742460046,1.885512878,2.045038917,2.222078879,2.405209132,,,,,,
Alpha,0.447153591,0.518364328,0.580964569,0.631315863,0.669611658,0.702840152,0.734992467,0.764509467,0.785764549,0.802500365,0.815403584,0.819661882,0.823731823,0.828009794,0.832558456,0.837364808,0.842401055,0.800506158,0.872282446,0.955159383,1.047157656,1.149813388,1.266228447,1.411502255,1.609366895,,,,,,
IFR,43.95913652,45.38017191,46.51022875,47.35462198,47.96390549,48.47191833,48.94669245,49.36901589,49.66555822,49.8947849,50.06903422,50.12607509,50.18038016,50.23723857,50.2974466,50.36078988,50.42686168,49.86766335,50.81268487,51.8307267,52.88012952,53.96325122,55.09368302,56.37857686,57.94007811,,,,,,
cacc,334.9871986,373.0366942,410.7222756,441.3773008,463.2655763,481.7257408,500.6420115,519.8128729,534.686723,547.6942455,559.551621,565.3103433,570.3072811,574.7513942,578.7474754,582.3667171,585.6649532,533.7833561,552.9962612,574.3266374,596.0502268,617.2111407,636.7821252,660.1237252,696.1751098,,,,,,
ccatot,633.5,695.6477178,747.4658143,785.8982235,814.2808277,838.8661269,861.5402087,880.3207333,892.8961117,901.5438919,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,971.4809461,1039.867497,1113.135272,1193.823434,1285.681232,1394.299683,1520.195072,,,,,,
Share of output net zero emissions,0.109061732,0.095430263,0.083747326,0.073701141,0.065034726,0.057535467,0.051026818,0.047449565,0.044223235,0.041305879,0.038661304,0.036258188,0.034069354,0.032071148,0.030242935,0.028566662,0.027026495,0.02586233,0.024786978,0.023791972,0.022869789,0.022013735,0.021217841,0.020476773,0.019785751,,,,,,
Growth p.c. cons (log),0,-0.021206856,-0.021109474,-0.038654077,0.001622728,0.035201068,0.02677645,0.048387698,0.021715448,0.014993676,0.045950421,0.019291184,0.018969461,0.018724358,0.018493279,0.018270179,0.015984396,0.025866447,0.016859629,0.016665411,0.01652581,0.016425101,0.041351729,0.038996312,-0.020933839,,,,,,
Change interest rate,0,0.029537595,9.74E-08,-1.75E-05,4.02768E-05,3.35783E-05,-8.42E-06,2.16112E-05,-2.67E-05,-6.72E-06,3.09567E-05,-2.67E-05,-3.22E-07,-2.45E-07,-2.31E-07,-2.23E-07,-2.29E-06,9.8821E-06,-9.01E-06,-1.94E-07,-1.40E-07,-1.01E-07,2.49266E-05,-2.36E-06,-5.99E-05,,,,,,
Precautionary effect,0,-0.000225625,-0.00045125,-0.000676875,-0.0009025,-0.001128125,-0.00135375,-0.001579375,-0.001805,-0.002030625,-0.00225625,-0.002481875,-0.0027075,-0.002933125,-0.00315875,-0.003384375,-0.00361,-0.003835625,-0.00406125,-0.004286875,-0.0045125,-0.004738125,-0.00496375,-0.005189375,-0.005415,,,,,,
Long interest rate(%),0,0.029537595,0.029537644,0.029531812,0.029538965,0.029549973,0.029555907,0.029563233,0.029565394,0.029566327,0.02957017,0.02957089,0.029571464,0.02957193,0.029572313,0.029572631,0.029572765,0.029573466,0.029573588,0.029573687,0.029573769,0.029573838,0.029575034,0.029576024,0.029574434,,,,,,
RR1,1,0.862608784,0.744093915,0.641861947,0.553675754,0.477605569,0.41198676,0.355383398,0.306556841,0.264438624,0.22810708,0.196767171,0.16973309,0.146413254,0.126297359,0.108945212,0.093977097,0.081065469,0.069927786,0.060320322,0.05203284,0.044883985,0.03871732,0.0333979,0.028809322,,,,,,
RR,1,0.862608784,0.744093915,0.641861947,0.553675754,0.477605569,0.41198676,0.355383398,0.306556841,0.264438624,0.22810708,0.196767171,0.16973309,0.146413254,0.126297359,0.108945212,0.093977097,0.081065469,0.069927786,0.060320322,0.05203284,0.044883985,0.03871732,0.0333979,0.028809322,,,,,,
Variance pc cons,0,0.0005,0.001,0.0015,0.002,0.0025,0.003,0.0035,0.004,0.0045,0.005,0.0055,0.006,0.0065,0.007,0.0075,0.008,0.0085,0.009,0.0095,0.01,0.0105,0.011,0.0115,0.012,,,,,,
Growth TFP,0.013655768,0.013550197,0.013445469,0.013341579,0.013238517,0.013136279,0.013034856,0.012934242,0.012834429,0.012735411,0.012637182,0.012539735,0.012443062,0.012347158,0.012252016,0.01215763,0.012063993,0.011971099,0.011878941,0.011787515,0.011696812,0.011606828,0.011517557,0.011428992,0,,,,,,
  yr0     =,2020, emshare0        =,0.2173,  emshare1        =,0.224, emshare2        =,0.2824,   emshare3        =,0.2763,   tau0    =,1000000.0000000000,   tau1    =,394.4,   tau2    =,36.53,   tau3    =,4.304,   teq1    =,0.324,   teq2    =,0.44,   d1      =,236,   d2      =,4.07,IRF0       =,32.4,   irC     =,0.019,   irT     =,4.165
  fco22x  =,3.93,   mat0    =,886.5128014,   res00   =,150.093,   res10   =,102.698,   res20   =,39.534,   res30   =,6.1865,   mateq   =,588,   tbox10  =,0.1477,   tbox20  =,1.099454,   tatm0   =,1.24715,,,,,,,,,,,,
  a2      =,0.003467,   elasmu  =,0.001,   prstp   =,0.03,gsigma1            =,-0.015,    e1     =,37.56,expcost2           =,2.6,   gback   =,-0.012,   limmiu2050      =,1,   limmiu2100      =,1.1,   cprice1         =,6,   gcprice         =,0.025,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCENARIO: R = 2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results of DICE2023-DISC-2%-b-4-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2% DISCOUNT OPTIMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is optimal if ifopt = 1 and baseline if ifopt = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifopt =,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,,,,,,
Year,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,,,,,,
Objective function (2019$),114914.6523501139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial CO2 GtCO2/yr,41.18134275,31.39443064,23.20184111,17.06816348,16.04630301,16.09208173,13.79569344,9.340433271,6.464258681,3.542519177,0,0,0,0,0,0,0,41.57007057,44.73376804,49.36194712,56.10451791,65.88896984,80.08742811,93.44446937,99.96078481,,,,,,
Atmospheric concentration C (ppm),416.2031931,426.6323827,432.7397467,436.0481006,439.2721114,442.6743712,444.8946061,444.9521201,444.0151238,442.0174913,438.6362385,435.9154108,433.5583785,431.4636572,429.5810235,427.8766294,426.3240118,447.5322398,466.8670632,487.3139969,510.5089634,538.1991673,572.7625873,613.6158505,657.1559843,,,,,,
Atmospheric concentrations GtC,886.5128014,908.7269752,921.7356604,928.7824543,935.6495972,942.8964107,947.625511,947.7480157,945.7522137,941.4972565,934.2951879,928.499825,923.4793463,919.0175899,915.0075802,911.3772207,908.0701451,953.2436708,994.4268445,1037.978813,1087.384092,1146.364226,1219.984311,1307.001762,1399.742247,,,,,,
Atmospheric temperaturer (deg c above preind) ,1.24715,1.4110257,1.507145239,1.567621925,1.614016268,1.653862181,1.683981566,1.699581799,1.703974464,1.700171865,1.687907395,1.675250164,1.665414369,1.658725399,1.654894953,1.653544769,1.65432096,1.744131268,1.868110081,2.002882094,2.147763357,2.308180307,2.492289153,2.698746523,2.915893533,,,,,,
Total forcings w/m2,2.791838464,2.970458449,3.08501333,3.148944175,3.201255762,3.245965869,3.266255568,3.250333989,3.213547634,3.1626055,3.094076445,3.033808007,2.984323023,2.94349533,2.909963362,2.882670801,2.860739059,3.117698158,3.396899035,3.675081656,3.971702083,4.304256066,4.692946477,5.125302765,5.565357963,,,,,,
"Forcings, exogenous w/m2",-0.054,-0.0340625,-0.014125,0.0058125,0.02575,0.0456875,0.065625,0.0855625,0.1055,0.1254375,0.145375,0.1653125,0.18525,0.2051875,0.225125,0.2450625,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,,,,,,
CO2 forcings w/m2,2.327838464,2.468160849,2.548750065,2.591931534,2.633698081,2.677442685,2.705808469,2.706541387,2.694589146,2.669023092,2.62548477,2.590205949,2.559465714,2.532005937,2.507212432,2.484672376,2.464061228,2.739323545,2.979132914,3.22216352,3.485806119,3.785287316,4.138189922,4.52882599,4.917503395,,,,,,
Actual other abatable GHG forcings w/m2,0.518,0.5363601,0.550388265,0.551200141,0.541807681,0.522835684,0.494822099,0.458230102,0.413458488,0.368144908,0.323216675,0.278289557,0.239607309,0.206301893,0.17762593,0.152935926,0.131677832,0.113374613,0.152766121,0.187918136,0.220895964,0.25396875,0.289756555,0.331476775,0.382854568,,,,,,
Carbon price (2019 $ per t CO2),5.76033287,16.61042901,64.1215648,116.6904736,175.8825109,239.0913993,304.4662957,387.6882283,430.7767936,467.3589676,504.8023168,502.2846047,499.7794498,497.2867894,494.8065612,492.3387031,489.8831536,231.2164393,225.1843268,213.5464217,194.8781663,167.6880932,130.646896,84.84210036,35.41720053,,,,,,
Emissions control rate,0.05,0.1,0.24,0.36,0.48,0.6,0.72,0.84,0.9,0.95,1,1,1,1,1,1,1,0.627423885,0.619074442,0.6007536,0.569144909,0.519746923,0.446063966,0.341644559,0.198521908,,,,,,
Social cost of carbon $/tCO2,4145.140791,4876.636225,5380.736146,5936.681578,6551.999714,7232.011538,7980.775155,8806.715333,9715.617236,10717.33479,11823.2769,13041.23208,14384.66102,15866.49247,17500.95271,19303.69139,21291.60792,236.2177268,230.8114554,219.9304001,202.1698842,176.046138,140.0332749,93.79974239,42.69360802,,,,,,
"Output, net net trill 2019$",147.9744589,128.1288667,120.1701173,112.0613718,137.8600252,190.3698576,246.1163945,306.4899567,357.7395889,412.8203509,475.0753856,527.3020588,583.7237272,644.703945,710.5858051,781.7378424,858.5612071,960.8041441,1048.825637,1143.493981,1245.327554,1354.623631,1471.188799,1485.488506,1339.649967,,,,,,
"Short Interest rate, %/yr",0,0.019764147,0.019781525,0.019759609,0.019807327,0.019848063,0.019832658,0.019852091,0.01982506,0.019819032,0.019844907,0.019821981,0.019821653,0.019821402,0.019821166,0.019820939,0.019818908,0.019827757,0.019819685,0.019819495,0.019819346,0.019819259,0.019853079,0.019837691,0.019781697,,,,,,
Population,7752.9,8137.367351,8481.170608,8786.618185,9056.484469,9293.783346,9501.598425,9682.961394,9840.769456,9977.73328,10096.34803,10198.88121,10287.37242,10363.64102,10429.29892,10485.76619,10534.2881,10575.95234,10611.70592,10642.37106,10668.66003,10691.18858,10710.48822,10727.01703,10741.16939,,,,,,
TFP,5.84,6.25267666,6.690981812,7.156263364,7.649925133,8.173428357,8.728293215,9.316100334,9.938492304,10.59717519,11.29392004,12.03056437,12.80901367,13.63124285,14.49929775,15.41529653,16.38143116,17.39996876,18.47325304,19.60370563,20.79382742,22.04619987,23.36348625,24.74843292,26.20387049,,,,,,
"Output, gross-gross, 2019$",148.7834987,129.0506087,121.3746566,113.6172865,140.4840229,195.1967208,254.1348196,319.3167958,374.0844558,432.8030417,499.3114099,552.7206859,610.3888332,672.6948783,739.9915365,812.6563013,891.0996241,978.6584755,1069.383214,1167.107738,1272.398345,1385.785434,1507.57603,1525.934486,1380.760038,,,,,,
"Change TFP, %/year",0.066,0.065506852,0.065017388,0.064531582,0.064049405,0.063570832,0.063095834,0.062624385,0.062156459,0.06169203,0.06123107,0.060773555,0.060319458,0.059868755,0.059421419,0.058977425,0.058536749,0.058099365,0.05766525,0.057234379,0.056806726,0.05638227,0.055960985,0.055542847,0.055127834,,,,,,
"Capital stock, 2019$",409,181.0719325,106.9211654,63.13587898,95.57111636,215.9956084,397.1219737,654.545062,861.1842036,1094.610365,1386.881036,1539.724949,1704.482542,1882.550824,2074.932685,2282.704438,2507.086305,2776.70779,3032.50225,3307.396986,3603.344823,3921.752628,4261.707397,3649.020885,2154.710343,,,,,,
"Savings rate, fraction gross output",0,0,0,0.1040323,0.231483811,0.283215768,0.341341347,0.309753634,0.32766276,0.358763593,0.303440501,0.301645079,0.30016629,0.298836468,0.297635396,0.296562888,0.301969944,0.289941311,0.289225335,0.288652149,0.288119144,0.287305144,0.153960564,0,0,,,,,,
"Gross investment, 2019$",0,0,0,11.65800224,31.91236399,53.91574538,84.00970155,94.93637799,117.2179409,148.1049123,144.1571131,159.0580714,175.2141855,192.6610499,211.4954873,231.8344323,259.2596795,278.5768134,303.3469465,330.0719954,358.8027087,389.1903375,226.5050569,0,0,,,,,,
"Y gross-net, 2019$",147.9811817,128.1598014,120.4188015,112.6492741,139.2152129,193.3456417,251.636243,316.1189336,370.3187216,428.4656385,494.3794156,547.3427094,604.5192801,666.2780421,732.9653212,804.9527201,882.6445067,968.3369631,1056.444469,1150.875606,1252.04903,1360.188421,1475.109945,1487.403163,1340.058073,,,,,,
"Consumption per capita, 2019$ ",19.08633659,15.74573953,14.16904846,11.42685018,11.6985417,14.68229968,17.06099182,21.8480246,24.44134567,26.53061884,32.7760366,36.10631204,39.70980392,43.61815448,47.85463735,52.4428449,56.89055797,64.50741352,70.25059838,76.43240224,83.09617541,90.30177389,116.2116719,138.4810429,124.7210539,,,,,,
Consumption,147.9744589,128.1288667,120.1701173,100.4033696,105.9476612,136.4541123,162.106693,211.5535787,240.5216479,264.7154386,330.9182724,368.2439875,408.5095417,452.0428952,499.0903178,549.9034101,599.3015276,682.2273308,745.4786905,813.4219858,886.5248449,965.4332938,1244.683742,1485.488506,1339.649967,,,,,,
"Climate damages, fraction of output",0.005392513,0.006902775,0.007875245,0.008519939,0.009031703,0.009483147,0.009831698,0.010014701,0.010066535,0.010021656,0.009877592,0.009730008,0.009616089,0.009539,0.009494994,0.009479507,0.009488409,0.010546593,0.012099259,0.013907998,0.015992881,0.018471123,0.021535289,0.025250968,0.029477943,,,,,,
"Damages, 2019$",0.802316994,0.890807258,0.955855114,0.968012381,1.268809998,1.851079161,2.498576672,3.197862213,3.76573425,4.337403203,4.931994276,5.377976482,5.869553105,6.416836182,7.026215363,7.703581197,8.455117481,10.32151241,12.93874437,16.23213172,20.34931499,25.59701345,32.46608489,38.53132302,40.70196498,,,,,,
"Abatement, 2019$",0.006722784,0.030934719,0.2486842,0.587902258,1.355187744,2.975784027,5.519848437,9.6289769,12.57913273,15.64528761,19.30403003,20.04065062,20.79555292,21.57409706,22.37951608,23.21487766,24.08329953,7.532818975,7.618832489,7.381624953,6.721476257,5.56478946,3.92114578,1.914657578,0.408105732,,,,,,
Abatement/0utput,4.54321E-05,0.000241434,0.002069435,0.005246253,0.009830172,0.015631592,0.022427797,0.031416941,0.03516282,0.037898538,0.040633614,0.038006016,0.035625677,0.033463572,0.03149446,0.0296965,0.028050766,0.007840119,0.007264156,0.006455325,0.005397356,0.004107997,0.002665291,0.001288908,0.000304636,,,,,,
"Sigmabase (CO2/output, no controls, industrial CO2)",0.291354769,0.270302489,0.251524817,0.234726654,0.219656829,0.206100821,0.193874786,0.182820662,0.172802119,0.163701214,0.155415605,0.147856233,0.140945382,0.13461505,0.128805578,0.123464495,0.118545535,0.114007807,0.109815086,0.105935208,0.102339552,0.099002593,0.095901523,0.09301592,0.090327459,,,,,,
"Sigmatot,(CO2/output, no controls, all CO2)",0.407896676,0.375213642,0.34616103,0.320255178,0.297085861,0.276303913,0.257611122,0.240751959,0.225506766,0.211686133,0.199126244,0.187685006,0.177238818,0.167679872,0.158913882,0.15085818,0.143440097,0.137949446,0.132876254,0.128181602,0.123830858,0.119793138,0.116040843,0.112549263,0.109296225,,,,,,
"Cost, backstop technology ($/tCO2)",695.1772859,661.2730896,629.0224205,598.344635,569.1630228,541.4046146,515,512.4314268,509.8756644,507.3326489,504.8023168,502.2846047,499.7794498,497.2867894,494.8065612,492.3387031,489.8831536,487.4398512,485.0087348,482.5897436,480.1828173,477.7878955,475.4049184,473.0338265,470.6745604,,,,,,
"Total CO2 Emissions, GTCO2/year",46.78634275,36.17343064,26.83388111,19.82086748,18.05921781,17.48563813,14.67363397,9.791945544,6.718234335,3.656808221,0,0,0,0,0,0,0,41.93666822,45.07109984,49.6801475,56.41357124,66.1990078,80.40927317,93.78873222,100.337978,,,,,,
"Total CO2e Emissions, GTCO2-E/year",56.24834275,45.44905564,34.92978111,26.86006748,23.95861781,22.16213813,18.04413397,11.77334554,7.991234335,4.310620721,0,0,0,0,0,0,0,47.711598,50.975446,55.86846671,63.09182515,73.64293049,88.9952817,103.9932416,112.7608885,,,,,,
"Industrial CO2 Emissions, GTCO2/year",41.18134275,31.39443064,23.20184111,17.06816348,16.04630301,16.09208173,13.79569344,9.340433271,6.464258681,3.542519177,0,0,0,0,0,0,0,41.57007057,44.73376804,49.36194712,56.10451791,65.88896984,80.08742811,93.44446937,99.96078481,,,,,,
"Base abateable non-CO2 emission, GTCO2-E/year",9.96,10.30625,10.6525,10.99875,11.345,11.69125,12.0375,12.38375,12.73,13.07625,13.4225,13.76875,14.115,14.46125,14.8075,15.15375,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,,,,,,
"Land emissions, GtCO2/year",5.9,5.31,4.779,4.3011,3.87099,3.483891,3.1355019,2.82195171,2.539756539,2.285780885,2.057202797,1.851482517,1.666334265,1.499700839,1.349730755,1.214757679,1.093281911,0.98395372,0.885558348,0.797002513,0.717302262,0.645572036,0.581014832,0.522913349,0.470622014,,,,,,
"Cumulative CO2 emissions, GtC ",633.5,697.3111603,746.647536,783.2458463,810.2792171,834.9099015,858.7582896,878.7714292,892.1265104,901.289405,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,906.2768685,963.4736337,1024.945401,1092.703376,1169.644963,1259.932753,1369.601702,1497.518685,,,,,,
Atmospheric fraction CO2 since 1765 ,0.471211992,0.459948139,0.446978849,0.435090019,0.42904913,0.425071503,0.41877384,0.40937609,0.401010625,0.392212813,0.382107495,0.375712802,0.370173127,0.365249956,0.360825249,0.356819454,0.353170375,0.403015546,0.421834938,0.439027102,0.457017063,0.477379238,0.501601617,0.524971424,0.542058172,,,,,,
Atmospheric fraction CO2 since 2020 ,0,0.348123592,0.311300247,0.282275944,0.277955711,0.279944561,0.27130059,0.249663045,0.229053897,0.205327216,0.175170223,0.153924423,0.135519349,0.11916255,0.104461855,0.091152958,0.079029219,0.244635358,0.327038372,0.386940318,0.437434254,0.484666346,0.532334082,0.57123758,0.594002709,,,,,,
Permanent C box,150.093,160.8093793,168.758607,174.6299942,179.9794518,185.1589867,189.5053757,192.4053913,194.3947129,195.476978,195.4757794,195.4745871,195.4734008,195.4722205,195.4710467,195.4698797,195.4687196,207.8929364,221.2458735,235.9644521,252.6781059,272.2911176,296.1145221,323.9021688,353.6303481,,,,,,
Slow C box,102.698,111.1447963,116.8557612,120.5217275,123.7139208,126.7816546,129.0467581,129.8848446,129.8386166,128.9106946,126.9220916,124.9743207,123.0658641,121.1961957,119.3649198,117.5715902,115.8156833,126.7169495,138.5466606,151.7652836,167.021117,185.2411162,207.7676613,234.3634479,262.9892761,,,,,,
Medium C box,39.534,42.65170683,42.91568366,41.39731856,39.99605613,38.99442697,37.49391067,34.78415939,31.59002009,27.92867665,23.61318728,19.98204381,16.92326887,14.34503961,12.17058923,10.33549498,8.785677701,22.2651711,35.07525479,48.13273214,62.44069736,79.23112695,100.1556791,124.9806794,151.4771119,,,,,,
Fast C box,6.1865,6.121092784,5.205608533,4.23341404,3.960168394,3.961342453,3.579466489,2.673620493,1.928864104,1.180907264,0.284129636,0.068873372,0.01681255,0.004134119,0.001024383,0.000255871,6.44435E-05,8.368613751,11.55905569,14.11634551,17.24417176,21.60086552,27.9464485,35.75546539,43.6455104,,,,,,
